Month,Car,Location,Weather,TypeOfTrigger,ReactionTime,Cause
14-Nov,WDD2221851A000495,highway,cloudy,manual,,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A000495,urban-street,cloudy,automatic,1.25,Position Estimation Failure
14-Nov,WDD2221851A000495,urban-street,cloudy,automatic,0.4,Software Froze
14-Nov,WDD2221851A000495,urban-street,cloudy,automatic,0.21,Incorrect Traffic Light Detection
14-Nov,WDD2221851A000495,urban-street,cloudy,automatic,0.66,Emergency Vehicle
14-Nov,WDD2221851A000495,urban-street,cloudy,automatic,0.21,Position Estimation Failure
14-Nov,WDD2221851A000495,highway,cloudy,manual,,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A000495,urban-street,clear,automatic,0.12,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,clear,automatic,0.18,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,clear,automatic,21,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,automatic,1.06,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,clear,manual,,Software Froze
14-Nov,WDD2221851A000495,urban-street,clear,automatic,1.92,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,automatic,0.2,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,automatic,1.12,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,clear,manual,,Recklessly behaving agent
14-Nov,WDD2221851A000495,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,automatic,0.29,Software Froze
14-Nov,WDD2221851A000495,urban-street,clear,automatic,1.48,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,automatic,0.45,Software Froze
14-Nov,WDD2221851A000495,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,manual,,Software Froze
14-Nov,WDD2221851A000495,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,automatic,1.85,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,automatic,2.11,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,clear,automatic,0.9,Software Froze
14-Nov,WDD2221851A000495,urban-street,clear,automatic,1.25,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,clear,manual,,Software Froze
14-Nov,WDD2221851A000495,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A000495,highway,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A000495,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,clear,manual,,System Tuning and Calibration
